Timestamp,Temperature
2024-12-04 15:27:01,25.34
2024-12-04 15:27:02,25.33
2024-12-04 15:27:03,25.33
2024-12-04 15:27:04,25.31
2024-12-04 15:27:05,25.31
2024-12-04 15:27:07,25.30
2024-12-04 15:27:08,25.31
2024-12-04 15:27:09,25.33
2024-12-04 15:27:10,25.31
2024-12-04 15:27:11,25.30
2024-12-04 15:27:12,25.28
2024-12-04 15:27:13,25.30
2024-12-04 15:27:14,25.28
2024-12-04 15:27:16,25.30
2024-12-04 15:27:17,25.27
2024-12-04 15:27:18,25.27
2024-12-04 15:27:19,25.27
2024-12-04 15:27:20,25.27
2024-12-04 15:27:21,25.27
2024-12-04 15:27:22,25.25
2024-12-04 15:27:24,25.27
2024-12-04 15:27:25,25.25
2024-12-04 15:27:26,25.25
2024-12-04 15:27:27,25.27
2024-12-04 15:27:28,25.25
2024-12-04 15:27:29,25.23
2024-12-04 15:27:30,25.23
2024-12-04 15:27:32,25.22
2024-12-04 15:27:33,25.23
2024-12-04 15:27:34,25.22
2024-12-04 15:27:35,25.22
2024-12-04 15:27:36,25.20
2024-12-04 15:27:37,25.20
2024-12-04 15:27:38,25.19
2024-12-04 15:27:39,25.19
2024-12-04 15:27:41,25.20
2024-12-04 15:27:42,25.20
2024-12-04 15:27:43,25.19
2024-12-04 15:27:44,25.19
2024-12-04 15:27:45,25.16
2024-12-04 15:27:46,25.20
2024-12-04 15:27:47,25.17
2024-12-04 15:27:49,25.17
2024-12-04 15:27:50,25.17
2024-12-04 15:27:51,25.19
2024-12-04 15:27:52,25.17
2024-12-04 15:27:53,25.14
2024-12-04 15:27:54,25.17
2024-12-04 15:27:55,25.14
2024-12-04 15:27:56,25.14
2024-12-04 15:27:58,25.14
2024-12-04 15:27:59,25.14
2024-12-04 15:28:00,25.11
2024-12-04 15:28:01,25.14
2024-12-04 15:28:02,25.12
2024-12-04 15:28:03,25.11
2024-12-04 15:28:04,25.14
2024-12-04 15:28:06,25.16
2024-12-04 15:28:07,25.14
2024-12-04 15:28:08,25.11
2024-12-04 15:28:09,25.11
2024-12-04 15:28:10,25.11
2024-12-04 15:28:11,25.11
2024-12-04 15:28:12,25.11
2024-12-04 15:28:13,25.12
2024-12-04 15:28:15,25.12
2024-12-04 15:28:16,25.09
2024-12-04 15:28:17,25.09
2024-12-04 15:28:18,25.14
2024-12-04 15:28:19,25.09
2024-12-04 15:28:20,25.11
2024-12-04 15:28:21,25.09
2024-12-04 15:28:23,25.11
2024-12-04 15:28:24,25.09
2024-12-04 15:28:25,25.09
2024-12-04 15:28:26,25.11
2024-12-04 15:28:27,25.11
2024-12-04 15:28:28,25.09
2024-12-04 15:28:29,25.09
2024-12-04 15:28:30,25.08
2024-12-04 15:28:32,25.06
2024-12-04 15:28:33,25.08
2024-12-04 15:28:34,25.09
2024-12-04 15:28:35,25.09
2024-12-04 15:28:36,25.08
2024-12-04 15:28:37,25.08
2024-12-04 15:28:38,25.06
2024-12-04 15:28:40,25.06
2024-12-04 15:28:41,25.05
2024-12-04 15:28:42,25.06
2024-12-04 15:28:43,25.05
2024-12-04 15:28:44,25.06
2024-12-04 15:28:45,25.09
2024-12-04 15:28:46,25.06
2024-12-04 15:28:47,25.08
2024-12-04 15:28:49,25.06
2024-12-04 15:28:50,25.06
2024-12-04 15:28:51,25.05
2024-12-04 15:28:52,25.08
2024-12-04 15:28:53,25.05
2024-12-04 15:28:54,25.03
2024-12-04 15:28:55,25.06
2024-12-04 15:28:57,25.06
2024-12-04 15:28:58,25.05
2024-12-04 15:28:59,25.03
2024-12-04 15:29:00,25.03
2024-12-04 15:29:01,25.05
2024-12-04 15:29:02,25.03
2024-12-04 15:29:03,25.05
2024-12-04 15:29:04,25.03
2024-12-04 15:29:06,25.03
2024-12-04 15:29:07,25.03
2024-12-04 15:29:08,25.03
2024-12-04 15:29:09,25.03
2024-12-04 15:29:10,25.05
2024-12-04 15:29:11,25.03
2024-12-04 15:29:12,25.02
2024-12-04 15:29:14,25.02
2024-12-04 15:29:15,25.03
2024-12-04 15:29:16,25.03
2024-12-04 15:29:17,25.00
2024-12-04 15:29:18,25.00
2024-12-04 15:29:19,25.02
2024-12-04 15:29:20,25.00
2024-12-04 15:29:21,24.98
2024-12-04 15:29:23,25.03
2024-12-04 15:29:24,25.00
2024-12-04 15:29:25,25.02
2024-12-04 15:29:26,25.03
2024-12-04 15:29:27,25.00
2024-12-04 15:29:28,24.98
2024-12-04 15:29:29,25.00
2024-12-04 15:29:31,25.00
2024-12-04 15:29:32,25.00
2024-12-04 15:29:33,25.02
2024-12-04 15:29:34,25.00
2024-12-04 15:29:35,25.00
2024-12-04 15:29:36,24.98
2024-12-04 15:29:37,24.98
2024-12-04 15:29:38,24.98
2024-12-04 15:29:40,25.00
2024-12-04 15:29:41,24.98
2024-12-04 15:29:42,24.98
2024-12-04 15:29:43,24.95
2024-12-04 15:29:44,24.97
2024-12-04 15:29:45,24.95
2024-12-04 15:29:46,24.95
2024-12-04 15:29:48,24.95
2024-12-04 15:29:49,24.95
2024-12-04 15:29:50,24.97
2024-12-04 15:29:51,24.97
2024-12-04 15:29:52,24.95
2024-12-04 15:29:53,24.94
2024-12-04 15:29:54,24.94
2024-12-04 15:29:55,24.92
2024-12-04 15:29:57,24.92
2024-12-04 15:29:58,24.92
2024-12-04 15:29:59,24.91
2024-12-04 15:30:00,24.94
2024-12-04 15:30:01,24.91
2024-12-04 15:30:02,24.92
2024-12-04 15:30:03,24.89
2024-12-04 15:30:05,24.92
2024-12-04 15:30:06,24.91
2024-12-04 15:30:07,24.92
2024-12-04 15:30:08,24.89
2024-12-04 15:30:09,24.89
2024-12-04 15:30:10,24.92
2024-12-04 15:30:11,24.89
2024-12-04 15:30:12,24.91
2024-12-04 15:30:14,24.92
2024-12-04 15:30:15,24.91
2024-12-04 15:30:16,24.89
2024-12-04 15:30:17,24.89
2024-12-04 15:30:18,24.87
2024-12-04 15:30:19,24.89
2024-12-04 15:30:20,24.91
2024-12-04 15:30:22,24.89
2024-12-04 15:30:23,24.87
2024-12-04 15:30:24,24.89
2024-12-04 15:30:25,24.89
2024-12-04 15:30:26,24.87
2024-12-04 15:30:27,24.89
2024-12-04 15:30:28,24.86
2024-12-04 15:30:29,24.86
2024-12-04 15:30:31,24.87
2024-12-04 15:30:32,24.87
2024-12-04 15:30:33,24.84
2024-12-04 15:30:34,24.87
2024-12-04 15:30:35,24.84
2024-12-04 15:30:36,24.86
2024-12-04 15:30:37,24.83
2024-12-04 15:30:39,24.81
2024-12-04 15:30:40,24.83
2024-12-04 15:30:41,24.84
2024-12-04 15:30:42,24.83
2024-12-04 15:30:43,24.83
2024-12-04 15:30:44,24.84
2024-12-04 15:30:45,24.83
2024-12-04 15:30:46,24.83
2024-12-04 15:30:48,24.84
2024-12-04 15:30:49,24.81
2024-12-04 15:30:50,24.81
2024-12-04 15:30:51,24.81
2024-12-04 15:30:52,24.81
2024-12-04 15:30:53,24.80
2024-12-04 15:30:54,24.81
2024-12-04 15:30:56,24.80
2024-12-04 15:30:57,24.78
2024-12-04 15:30:58,24.80
2024-12-04 15:30:59,24.77
2024-12-04 15:31:00,24.78
2024-12-04 15:31:01,24.78
2024-12-04 15:31:02,24.78
2024-12-04 15:31:03,24.78
2024-12-04 15:31:05,24.77
2024-12-04 15:31:06,24.77
2024-12-04 15:31:07,24.77
2024-12-04 15:31:08,24.77
2024-12-04 15:31:09,24.78
2024-12-04 15:31:10,24.78
2024-12-04 15:31:11,24.77
2024-12-04 15:31:13,24.80
2024-12-04 15:31:14,24.77
2024-12-04 15:31:15,24.77
2024-12-04 15:31:16,24.75
2024-12-04 15:31:17,24.78
2024-12-04 15:31:18,24.75
2024-12-04 15:31:19,24.77
2024-12-04 15:31:20,24.77
2024-12-04 15:31:22,24.75
2024-12-04 15:31:23,24.77
2024-12-04 15:31:24,24.73
2024-12-04 15:31:25,24.77
2024-12-04 15:31:26,24.75
2024-12-04 15:31:27,24.75
2024-12-04 15:31:28,24.77
2024-12-04 15:31:30,24.73
2024-12-04 15:31:31,24.75
2024-12-04 15:31:32,24.75
2024-12-04 15:31:33,24.73
2024-12-04 15:31:34,24.73
2024-12-04 15:31:35,24.72
2024-12-04 15:31:36,24.72
2024-12-04 15:31:37,24.73
2024-12-04 15:31:39,24.72
2024-12-04 15:31:40,24.72
2024-12-04 15:31:41,24.70
2024-12-04 15:31:42,24.69
2024-12-04 15:31:43,24.72
2024-12-04 15:31:44,24.69
2024-12-04 15:31:45,24.72
2024-12-04 15:31:47,24.70
2024-12-04 15:31:48,24.70
2024-12-04 15:31:49,24.69
2024-12-04 15:31:50,24.72
2024-12-04 15:31:51,24.69
2024-12-04 15:31:52,24.69
2024-12-04 15:31:53,24.70
2024-12-04 15:31:54,24.69
2024-12-04 15:31:56,24.69
2024-12-04 15:31:57,24.69
2024-12-04 15:31:58,24.69
2024-12-04 15:31:59,24.70
2024-12-04 15:32:00,24.69
2024-12-04 15:32:01,24.66
2024-12-04 15:32:02,24.67
2024-12-04 15:32:04,24.66
2024-12-04 15:32:05,24.67
2024-12-04 15:32:06,24.66
2024-12-04 15:32:07,24.66
2024-12-04 15:32:08,24.67
2024-12-04 15:32:09,24.66
2024-12-04 15:32:10,24.67
2024-12-04 15:32:11,24.69
2024-12-04 15:32:13,24.69
2024-12-04 15:32:14,24.64
2024-12-04 15:32:15,24.66
2024-12-04 15:32:16,24.66
2024-12-04 15:32:17,24.66
2024-12-04 15:32:18,24.66
2024-12-04 15:32:19,24.64
2024-12-04 15:32:21,24.66
2024-12-04 15:32:22,24.64
2024-12-04 15:32:23,24.64
2024-12-04 15:32:24,24.62
2024-12-04 15:32:25,24.64
2024-12-04 15:32:26,24.62
2024-12-04 15:32:27,24.62
2024-12-04 15:32:28,24.64
2024-12-04 15:32:30,24.64
2024-12-04 15:32:31,24.61
2024-12-04 15:32:32,24.62
2024-12-04 15:32:33,24.64
2024-12-04 15:32:34,24.62
2024-12-04 15:32:35,24.61
2024-12-04 15:32:36,24.61
2024-12-04 15:32:38,24.62
2024-12-04 15:32:39,24.61
2024-12-04 15:32:40,24.59
2024-12-04 15:32:41,24.58
2024-12-04 15:32:42,24.62
2024-12-04 15:32:43,24.59
2024-12-04 15:32:44,24.59
2024-12-04 15:32:45,24.61
2024-12-04 15:32:47,24.59
2024-12-04 15:32:48,24.59
2024-12-04 15:32:49,24.58
2024-12-04 15:32:50,24.59
2024-12-04 15:32:51,24.59
2024-12-04 15:32:52,24.58
2024-12-04 15:32:53,24.61
2024-12-04 15:32:55,24.58
2024-12-04 15:32:56,24.58
2024-12-04 15:32:57,24.58
2024-12-04 15:32:58,24.58
2024-12-04 15:32:59,24.58
2024-12-04 15:33:00,24.59
2024-12-04 15:33:01,24.58
2024-12-04 15:33:02,24.58
2024-12-04 15:33:04,24.58
2024-12-04 15:33:05,24.58
2024-12-04 15:33:06,24.56
2024-12-04 15:33:07,24.56
2024-12-04 15:33:08,24.58
2024-12-04 15:33:09,24.58
2024-12-04 15:33:10,24.58
2024-12-04 15:33:12,24.59
2024-12-04 15:33:13,24.61
2024-12-04 15:33:14,24.58
2024-12-04 15:33:15,24.58
2024-12-04 15:33:16,24.61
2024-12-04 15:33:17,24.59
2024-12-04 15:33:18,24.62
2024-12-04 15:33:19,24.58
2024-12-04 15:33:21,24.58
2024-12-04 15:33:22,24.61
2024-12-04 15:33:23,24.58
2024-12-04 15:33:24,24.59
2024-12-04 15:33:25,24.62
2024-12-04 15:33:26,24.59
2024-12-04 15:33:27,24.61
2024-12-04 15:33:29,24.61
2024-12-04 15:33:30,24.59
2024-12-04 15:33:31,24.58
2024-12-04 15:33:32,24.59
2024-12-04 15:33:33,24.58
2024-12-04 15:33:34,24.61
2024-12-04 15:33:35,24.58
2024-12-04 15:33:36,24.58
2024-12-04 15:33:38,24.58
2024-12-04 15:33:39,24.58
2024-12-04 15:33:40,24.59
2024-12-04 15:33:41,24.59
2024-12-04 15:33:42,24.59
2024-12-04 15:33:43,24.59
2024-12-04 15:33:44,24.61
2024-12-04 15:33:46,24.61
2024-12-04 15:33:47,24.61
2024-12-04 15:33:48,24.58
2024-12-04 15:33:49,24.59
2024-12-04 15:33:50,24.61
2024-12-04 15:33:51,24.58
2024-12-04 15:33:52,24.59
2024-12-04 15:33:53,24.61
2024-12-04 15:33:55,24.59
2024-12-04 15:33:56,24.58
2024-12-04 15:33:57,24.58
2024-12-04 15:33:58,24.58
2024-12-04 15:33:59,24.58
2024-12-04 15:34:00,24.58
2024-12-04 15:34:01,24.59
2024-12-04 15:34:03,24.61
2024-12-04 15:34:04,24.59
2024-12-04 15:34:05,24.56
2024-12-04 15:34:06,24.58
2024-12-04 15:34:07,24.61
2024-12-04 15:34:08,24.58
2024-12-04 15:34:09,24.58
2024-12-04 15:34:10,24.58
2024-12-04 15:34:12,24.59
2024-12-04 15:34:13,24.58
2024-12-04 15:34:14,24.58
2024-12-04 15:34:15,24.56
2024-12-04 15:34:16,24.58
2024-12-04 15:34:17,24.58
2024-12-04 15:34:18,24.61
2024-12-04 15:34:20,24.58
2024-12-04 15:34:21,24.56
2024-12-04 15:34:22,24.58
2024-12-04 15:34:23,24.61
2024-12-04 15:34:24,24.58
2024-12-04 15:34:25,24.58
2024-12-04 15:34:26,24.55
2024-12-04 15:34:27,24.55
2024-12-04 15:34:29,24.58
2024-12-04 15:34:30,24.58
2024-12-04 15:34:31,24.56
2024-12-04 15:34:32,24.56
2024-12-04 15:34:33,24.58
2024-12-04 15:34:34,24.58
2024-12-04 15:34:35,24.55
2024-12-04 15:34:37,24.56
2024-12-04 15:34:38,24.58
2024-12-04 15:34:39,24.55
2024-12-04 15:34:40,24.58
2024-12-04 15:34:41,24.58
2024-12-04 15:34:42,24.56
2024-12-04 15:34:43,24.58
2024-12-04 15:34:44,24.59
2024-12-04 15:34:46,24.58
2024-12-04 15:34:47,24.55
2024-12-04 15:34:48,24.58
2024-12-04 15:34:49,24.56
2024-12-04 15:34:50,24.59
2024-12-04 15:34:51,24.55
2024-12-04 15:34:52,24.55
2024-12-04 15:34:54,24.56
2024-12-04 15:34:55,24.56
2024-12-04 15:34:56,24.58
2024-12-04 15:34:57,24.58
2024-12-04 15:34:58,24.58
2024-12-04 15:34:59,24.55
2024-12-04 15:35:00,24.58
2024-12-04 15:35:01,24.58
2024-12-04 15:35:03,24.55
2024-12-04 15:35:04,24.55
2024-12-04 15:35:05,24.58
2024-12-04 15:35:06,24.58
2024-12-04 15:35:07,24.56
2024-12-04 15:35:08,24.58
2024-12-04 15:35:09,24.58
2024-12-04 15:35:11,24.58
2024-12-04 15:35:12,24.56
2024-12-04 15:35:13,24.56
2024-12-04 15:35:14,24.58
2024-12-04 15:35:15,24.53
2024-12-04 15:35:16,24.55
2024-12-04 15:35:17,24.55
2024-12-04 15:35:19,24.58
2024-12-04 15:35:20,24.56
2024-12-04 15:35:21,24.58
2024-12-04 15:35:22,24.56
2024-12-04 15:35:23,24.53
2024-12-04 15:35:24,24.56
2024-12-04 15:35:25,24.56
2024-12-04 15:35:26,24.58
2024-12-04 15:35:28,24.58
2024-12-04 15:35:29,24.55
2024-12-04 15:35:30,24.59
2024-12-04 15:35:31,24.58
2024-12-04 15:35:32,24.55
2024-12-04 15:35:33,24.55
2024-12-04 15:35:34,24.55
2024-12-04 15:35:36,24.53
2024-12-04 15:35:37,24.59
2024-12-04 15:35:38,24.58
2024-12-04 15:35:39,24.55
2024-12-04 15:35:40,24.53
2024-12-04 15:35:41,24.55
2024-12-04 15:35:42,24.56
2024-12-04 15:35:43,24.58
2024-12-04 15:35:45,24.55
2024-12-04 15:35:46,24.58
2024-12-04 15:35:47,24.58
2024-12-04 15:35:48,24.55
2024-12-04 15:35:49,24.55
2024-12-04 15:35:50,24.58
2024-12-04 15:35:51,24.55
2024-12-04 15:35:53,24.53
2024-12-04 15:35:54,24.58
2024-12-04 15:35:55,24.55
2024-12-04 15:35:56,24.55
2024-12-04 15:35:57,24.55
2024-12-04 15:35:58,24.55
2024-12-04 15:35:59,24.55
2024-12-04 15:36:00,24.55
2024-12-04 15:36:02,24.53
2024-12-04 15:36:03,24.55
2024-12-04 15:36:04,24.55
2024-12-04 15:36:05,24.58
2024-12-04 15:36:06,24.53
2024-12-04 15:36:07,24.55
2024-12-04 15:36:08,24.55
2024-12-04 15:36:10,24.55
2024-12-04 15:36:11,24.56
2024-12-04 15:36:12,24.56
2024-12-04 15:36:13,24.53
2024-12-04 15:36:14,24.55
2024-12-04 15:36:15,24.55
2024-12-04 15:36:16,24.55
2024-12-04 15:36:17,24.55
2024-12-04 15:36:19,24.55
2024-12-04 15:36:20,24.56
2024-12-04 15:36:21,24.55
2024-12-04 15:36:22,24.53
2024-12-04 15:36:23,24.58
2024-12-04 15:36:24,24.55
2024-12-04 15:36:25,24.55
2024-12-04 15:36:27,24.53
2024-12-04 15:36:28,24.55
2024-12-04 15:36:29,24.55
2024-12-04 15:36:30,24.55
2024-12-04 15:36:31,24.55
2024-12-04 15:36:32,24.56
2024-12-04 15:36:33,24.58
2024-12-04 15:36:34,24.58
2024-12-04 15:36:36,24.55
2024-12-04 15:36:37,24.58
2024-12-04 15:36:38,24.55
2024-12-04 15:36:39,24.56
2024-12-04 15:36:40,24.58
2024-12-04 15:36:41,24.56
2024-12-04 15:36:42,24.55
2024-12-04 15:36:44,24.55
2024-12-04 15:36:45,24.53
2024-12-04 15:36:46,24.55
2024-12-04 15:36:47,24.55
2024-12-04 15:36:48,24.55
2024-12-04 15:36:49,24.55
2024-12-04 15:36:50,24.55
2024-12-04 15:36:51,24.55
2024-12-04 15:36:53,24.55
2024-12-04 15:36:54,24.55
2024-12-04 15:36:55,24.55
2024-12-04 15:36:56,24.55
2024-12-04 15:36:57,24.55
2024-12-04 15:36:58,24.55
2024-12-04 15:36:59,24.58
2024-12-04 15:37:01,24.55
2024-12-04 15:37:02,24.55
2024-12-04 15:37:03,24.55
2024-12-04 15:37:04,24.55
2024-12-04 15:37:05,24.55
2024-12-04 15:37:06,24.53
2024-12-04 15:37:07,24.55
2024-12-04 15:37:08,24.55
2024-12-04 15:37:10,24.55
2024-12-04 15:37:11,24.53
2024-12-04 15:37:12,24.55
2024-12-04 15:37:13,24.55
2024-12-04 15:37:14,24.58
2024-12-04 15:37:15,24.58
2024-12-04 15:37:16,24.55
2024-12-04 15:37:18,24.55
2024-12-04 15:37:19,24.56
2024-12-04 15:37:20,24.56
2024-12-04 15:37:21,24.55
2024-12-04 15:37:22,24.53
2024-12-04 15:37:23,24.55
2024-12-04 15:37:24,24.56
2024-12-04 15:37:25,24.56
2024-12-04 15:37:27,24.55
2024-12-04 15:37:28,24.56
2024-12-04 15:37:29,24.55
2024-12-04 15:37:30,24.55
2024-12-04 15:37:31,24.55
2024-12-04 15:37:32,24.55
2024-12-04 15:37:33,24.55
2024-12-04 15:37:35,24.55
2024-12-04 15:37:36,24.58
2024-12-04 15:37:37,24.58
2024-12-04 15:37:38,24.58
2024-12-04 15:37:39,24.56
2024-12-04 15:37:40,24.55
2024-12-04 15:37:41,24.58
2024-12-04 15:37:42,24.56
2024-12-04 15:37:44,24.56
2024-12-04 15:37:45,24.56
2024-12-04 15:37:46,24.53
2024-12-04 15:37:47,24.58
2024-12-04 15:37:48,24.58
2024-12-04 15:37:49,24.56
2024-12-04 15:37:50,24.58
2024-12-04 15:37:52,24.56
2024-12-04 15:37:53,24.58
2024-12-04 15:37:54,24.55
2024-12-04 15:37:55,24.58
2024-12-04 15:37:56,24.58
2024-12-04 15:37:57,24.56
2024-12-04 15:37:58,24.56
2024-12-04 15:37:59,24.55
2024-12-04 15:38:01,24.55
2024-12-04 15:38:02,24.53
2024-12-04 15:38:03,24.55
2024-12-04 15:38:04,24.53
2024-12-04 15:38:05,24.55
2024-12-04 15:38:06,24.56
2024-12-04 15:38:07,24.56
2024-12-04 15:38:09,24.58
2024-12-04 15:38:10,24.58
2024-12-04 15:38:11,24.55
2024-12-04 15:38:12,24.58
2024-12-04 15:38:13,24.56
2024-12-04 15:38:14,24.56
2024-12-04 15:38:15,24.55
2024-12-04 15:38:16,24.56
2024-12-04 15:38:18,24.55
2024-12-04 15:38:19,24.58
2024-12-04 15:38:20,24.53
2024-12-04 15:38:21,24.55
2024-12-04 15:38:22,24.58
2024-12-04 15:38:23,24.58
2024-12-04 15:38:24,24.56
2024-12-04 15:38:26,24.55
2024-12-04 15:38:27,24.56
2024-12-04 15:38:28,24.56
2024-12-04 15:38:29,24.58
2024-12-04 15:38:30,24.55
2024-12-04 15:38:31,24.58
2024-12-04 15:38:32,24.59
2024-12-04 15:38:33,24.53
2024-12-04 15:38:35,24.55
2024-12-04 15:38:36,24.55
2024-12-04 15:38:37,24.55
2024-12-04 15:38:38,24.56
2024-12-04 15:38:39,24.53
2024-12-04 15:38:40,24.55
2024-12-04 15:38:41,24.55
2024-12-04 15:38:43,24.55
2024-12-04 15:38:44,24.58
2024-12-04 15:38:45,24.55
2024-12-04 15:38:46,24.55
2024-12-04 15:38:47,24.58
2024-12-04 15:38:48,24.55
2024-12-04 15:38:49,24.53
2024-12-04 15:38:50,24.58
2024-12-04 15:38:52,24.58
2024-12-04 15:38:53,24.56
2024-12-04 15:38:54,24.55
2024-12-04 15:38:55,24.58
2024-12-04 15:38:56,24.56
2024-12-04 15:38:57,24.55
2024-12-04 15:38:58,24.53
2024-12-04 15:39:00,24.55
2024-12-04 15:39:01,24.55
2024-12-04 15:39:02,24.58
2024-12-04 15:39:03,24.53
2024-12-04 15:39:04,24.53
2024-12-04 15:39:05,24.58
2024-12-04 15:39:06,24.55
2024-12-04 15:39:07,24.55
2024-12-04 15:39:09,24.55
2024-12-04 15:39:10,24.53
2024-12-04 15:39:11,24.58
2024-12-04 15:39:12,24.55
2024-12-04 15:39:13,24.58
2024-12-04 15:39:14,24.53
2024-12-04 15:39:15,24.56
2024-12-04 15:39:17,24.56
2024-12-04 15:39:18,24.53
2024-12-04 15:39:19,24.58
2024-12-04 15:39:20,24.58
2024-12-04 15:39:21,24.56
2024-12-04 15:39:22,24.55
2024-12-04 15:39:23,24.56
2024-12-04 15:39:24,24.58
2024-12-04 15:39:26,24.56
2024-12-04 15:39:27,24.56
2024-12-04 15:39:28,24.58
2024-12-04 15:39:29,24.58
2024-12-04 15:39:30,24.56
2024-12-04 15:39:31,24.56
2024-12-04 15:39:32,24.56
2024-12-04 15:39:34,24.53
2024-12-04 15:39:35,24.55
2024-12-04 15:39:36,24.55
2024-12-04 15:39:37,24.58
2024-12-04 15:39:38,24.59
2024-12-04 15:39:39,24.56
2024-12-04 15:39:40,24.55
2024-12-04 15:39:41,24.58
2024-12-04 15:39:43,24.55
2024-12-04 15:39:44,24.55
2024-12-04 15:39:45,24.55
2024-12-04 15:39:46,24.55
2024-12-04 15:39:47,24.55
2024-12-04 15:39:48,24.56
2024-12-04 15:39:49,24.56
2024-12-04 15:39:51,24.53
2024-12-04 15:39:52,24.55
2024-12-04 15:39:53,24.58
2024-12-04 15:39:54,24.55
2024-12-04 15:39:55,24.55
2024-12-04 15:39:56,24.56
2024-12-04 15:39:57,24.55
2024-12-04 15:39:58,24.55
2024-12-04 15:40:00,24.58
2024-12-04 15:40:01,24.58
2024-12-04 15:40:02,24.55
2024-12-04 15:40:03,24.56
2024-12-04 15:40:04,24.56
2024-12-04 15:40:05,24.58
2024-12-04 15:40:06,24.58
2024-12-04 15:40:08,24.58
2024-12-04 15:40:09,24.55
2024-12-04 15:40:10,24.58
2024-12-04 15:40:11,24.55
2024-12-04 15:40:12,24.56
2024-12-04 15:40:13,24.58
2024-12-04 15:40:14,24.55
2024-12-04 15:40:15,24.56
2024-12-04 15:40:17,24.56
2024-12-04 15:40:18,24.59
2024-12-04 15:40:19,24.56
2024-12-04 15:40:20,24.55
2024-12-04 15:40:21,24.55
2024-12-04 15:40:22,24.55
2024-12-04 15:40:23,24.58
2024-12-04 15:40:25,24.58
2024-12-04 15:40:26,24.58
2024-12-04 15:40:27,24.56
2024-12-04 15:40:28,24.56
2024-12-04 15:40:29,24.56
2024-12-04 15:40:30,24.55
2024-12-04 15:40:31,24.56
2024-12-04 15:40:32,24.58
2024-12-04 15:40:34,24.55
2024-12-04 15:40:35,24.58
2024-12-04 15:40:36,24.56
2024-12-04 15:40:37,24.53
