Timestamp,Voltage (mV),Temperature
04/12/2024 15:26,0.03,25.41
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.42
04/12/2024 15:26,0.03,25.39
04/12/2024 15:26,0.03,25.39
04/12/2024 15:26,0.03,25.41
04/12/2024 15:26,0.03,25.41
04/12/2024 15:26,0.03,25.41
04/12/2024 15:26,0.03,25.42
04/12/2024 15:26,0.03,25.41
04/12/2024 15:26,0.03,25.42
04/12/2024 15:26,0.03,25.41
04/12/2024 15:26,0.03,25.41
04/12/2024 15:26,0.03,25.42
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.39
04/12/2024 15:26,0.03,25.41
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.39
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.34
04/12/2024 15:26,0.03,25.34
04/12/2024 15:26,0.03,25.37
04/12/2024 15:26,0.03,25.34
04/12/2024 15:26,0.03,25.34
04/12/2024 15:26,0.03,25.36
04/12/2024 15:26,0.03,25.33
04/12/2024 15:27,0.03,25.33
04/12/2024 15:27,0.03,25.34
04/12/2024 15:27,0.03,25.33
04/12/2024 15:27,0.03,25.33
04/12/2024 15:27,0.03,25.31
04/12/2024 15:27,0.02,25.31
04/12/2024 15:27,0.02,25.31
04/12/2024 15:27,0.02,25.33
04/12/2024 15:27,0.02,25.31
04/12/2024 15:27,0.02,25.3
04/12/2024 15:27,0.02,25.28
04/12/2024 15:27,0.02,25.3
04/12/2024 15:27,0.02,25.28
04/12/2024 15:27,0.02,25.3
04/12/2024 15:27,0.02,25.27
04/12/2024 15:27,0.02,25.27
04/12/2024 15:27,0.02,25.27
04/12/2024 15:27,0.01,25.27
04/12/2024 15:27,0.01,25.27
04/12/2024 15:27,0.01,25.25
04/12/2024 15:27,0.01,25.27
04/12/2024 15:27,0.01,25.25
04/12/2024 15:27,0.01,25.25
04/12/2024 15:27,0.01,25.27
04/12/2024 15:27,0.01,25.25
04/12/2024 15:27,0.01,25.23
04/12/2024 15:27,0.01,25.23
04/12/2024 15:27,0.01,25.22
04/12/2024 15:27,0.01,25.23
04/12/2024 15:27,0.01,25.22
04/12/2024 15:27,0.01,25.22
04/12/2024 15:27,0.01,25.2
04/12/2024 15:27,0.01,25.2
04/12/2024 15:27,0.01,25.19
04/12/2024 15:27,0.01,25.2
04/12/2024 15:27,0.01,25.2
04/12/2024 15:27,0.01,25.19
04/12/2024 15:27,0.01,25.19
04/12/2024 15:27,0.01,25.16
04/12/2024 15:27,0.01,25.2
04/12/2024 15:27,0.01,25.17
04/12/2024 15:27,0.01,25.17
04/12/2024 15:27,0.01,25.17
04/12/2024 15:27,0.01,25.19
04/12/2024 15:27,0.02,25.17
04/12/2024 15:27,0.02,25.14
04/12/2024 15:27,0.02,25.14
04/12/2024 15:27,0.02,25.14
04/12/2024 15:27,0.02,25.14
04/12/2024 15:27,0.02,25.14
04/12/2024 15:28,0.01,25.11
04/12/2024 15:28,0.01,25.14
04/12/2024 15:28,0.01,25.12
04/12/2024 15:28,0.01,25.11
04/12/2024 15:28,0.01,25.14
04/12/2024 15:28,0.02,25.16
04/12/2024 15:28,0.02,25.14
04/12/2024 15:28,0.02,25.11
04/12/2024 15:28,0.02,25.11
04/12/2024 15:28,0.02,25.11
04/12/2024 15:28,0.02,25.11
04/12/2024 15:28,0.02,25.12
04/12/2024 15:28,0.02,25.12
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.14
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.11
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.11
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.11
04/12/2024 15:28,0.02,25.11
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.08
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.08
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.08
04/12/2024 15:28,0.02,25.08
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.05
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.09
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.08
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.05
04/12/2024 15:28,0.02,25.08
04/12/2024 15:28,0.02,25.05
04/12/2024 15:28,0.02,25.03
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.06
04/12/2024 15:28,0.02,25.05
04/12/2024 15:28,0.02,25.03
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.05
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.05
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.05
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.02
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,25.02
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,24.98
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,25.02
04/12/2024 15:29,0.02,25.03
04/12/2024 15:29,0.02,24.98
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,25.02
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,25
04/12/2024 15:29,0.02,24.98
04/12/2024 15:29,0.02,24.98
04/12/2024 15:29,0.02,24.98
04/12/2024 15:29,0.01,25
04/12/2024 15:29,0.01,24.98
04/12/2024 15:29,0.01,24.98
04/12/2024 15:29,0.01,24.97
04/12/2024 15:29,0.01,24.95
04/12/2024 15:29,0.01,24.95
04/12/2024 15:29,0.01,24.95
04/12/2024 15:29,0,24.95
04/12/2024 15:29,0,24.97
04/12/2024 15:29,0,24.97
04/12/2024 15:29,0,24.95
04/12/2024 15:29,0,24.94
04/12/2024 15:29,0,24.94
04/12/2024 15:29,0,24.92
04/12/2024 15:29,0,24.92
04/12/2024 15:29,0,24.92
04/12/2024 15:30,0,24.94
04/12/2024 15:30,0,24.91
04/12/2024 15:30,0,24.92
04/12/2024 15:30,0,24.89
04/12/2024 15:30,0,24.92
04/12/2024 15:30,0,24.91
04/12/2024 15:30,0,24.92
04/12/2024 15:30,0,24.89
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.92
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.91
04/12/2024 15:30,0.01,24.91
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.87
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.91
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.87
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.87
04/12/2024 15:30,0.01,24.89
04/12/2024 15:30,0.01,24.86
04/12/2024 15:30,0.01,24.86
04/12/2024 15:30,0.01,24.87
04/12/2024 15:30,0.01,24.87
04/12/2024 15:30,0.01,24.84
04/12/2024 15:30,0.01,24.87
04/12/2024 15:30,0.01,24.84
04/12/2024 15:30,0,24.86
04/12/2024 15:30,0,24.83
04/12/2024 15:30,0,24.81
04/12/2024 15:30,0,24.83
04/12/2024 15:30,0,24.84
04/12/2024 15:30,0,24.83
04/12/2024 15:30,0,24.83
04/12/2024 15:30,0,24.84
04/12/2024 15:30,0,24.83
04/12/2024 15:30,-0.01,24.84
04/12/2024 15:30,-0.01,24.81
04/12/2024 15:30,-0.01,24.81
04/12/2024 15:30,-0.01,24.81
04/12/2024 15:30,-0.01,24.81
04/12/2024 15:30,-0.01,24.8
04/12/2024 15:30,-0.01,24.81
04/12/2024 15:30,-0.01,24.8
04/12/2024 15:30,-0.01,24.78
04/12/2024 15:30,0.01,24.8
04/12/2024 15:30,0,24.77
04/12/2024 15:31,0,24.78
04/12/2024 15:31,0,24.78
04/12/2024 15:31,0,24.78
04/12/2024 15:31,0,24.77
04/12/2024 15:31,0,24.77
04/12/2024 15:31,0,24.77
04/12/2024 15:31,0.01,24.77
04/12/2024 15:31,0.01,24.78
04/12/2024 15:31,0.01,24.78
04/12/2024 15:31,0.01,24.77
04/12/2024 15:31,0.01,24.8
04/12/2024 15:31,0.01,24.77
04/12/2024 15:31,0.01,24.77
04/12/2024 15:31,0.01,24.75
04/12/2024 15:31,0.01,24.75
04/12/2024 15:31,0.02,24.77
04/12/2024 15:31,0.02,24.77
04/12/2024 15:31,0.02,24.75
04/12/2024 15:31,0.02,24.77
04/12/2024 15:31,0.02,24.73
04/12/2024 15:31,0.02,24.77
04/12/2024 15:31,0.02,24.75
04/12/2024 15:31,0.02,24.75
04/12/2024 15:31,0.02,24.77
04/12/2024 15:31,0.02,24.73
04/12/2024 15:31,0.02,24.75
04/12/2024 15:31,0.02,24.73
04/12/2024 15:31,0.02,24.73
04/12/2024 15:31,0.02,24.72
04/12/2024 15:31,0.02,24.72
04/12/2024 15:31,0.01,24.73
04/12/2024 15:31,0.01,24.72
04/12/2024 15:31,0.01,24.72
04/12/2024 15:31,0,24.7
04/12/2024 15:31,0,24.69
04/12/2024 15:31,0,24.72
04/12/2024 15:31,0,24.69
04/12/2024 15:31,0,24.72
04/12/2024 15:31,-0.01,24.7
04/12/2024 15:31,-0.01,24.69
04/12/2024 15:31,-0.01,24.72
04/12/2024 15:31,-0.01,24.69
04/12/2024 15:31,-0.01,24.69
04/12/2024 15:31,-0.01,24.7
04/12/2024 15:31,-0.01,24.69
04/12/2024 15:31,-0.01,24.69
04/12/2024 15:31,-0.01,24.69
04/12/2024 15:31,-0.01,24.69
04/12/2024 15:31,-0.01,24.7
04/12/2024 15:32,-0.01,24.69
04/12/2024 15:32,-0.01,24.66
04/12/2024 15:32,-0.01,24.67
04/12/2024 15:32,-0.01,24.66
04/12/2024 15:32,-0.01,24.67
04/12/2024 15:32,0,24.66
04/12/2024 15:32,0,24.66
04/12/2024 15:32,0,24.67
04/12/2024 15:32,0,24.66
04/12/2024 15:32,0,24.67
04/12/2024 15:32,0,24.69
04/12/2024 15:32,0,24.69
04/12/2024 15:32,0,24.64
04/12/2024 15:32,0,24.66
04/12/2024 15:32,0,24.66
04/12/2024 15:32,0.01,24.66
04/12/2024 15:32,-0.01,24.66
04/12/2024 15:32,0,24.66
04/12/2024 15:32,0,24.64
04/12/2024 15:32,0,24.64
04/12/2024 15:32,0,24.62
04/12/2024 15:32,0,24.64
04/12/2024 15:32,0,24.62
04/12/2024 15:32,0,24.62
04/12/2024 15:32,0,24.64
04/12/2024 15:32,0,24.64
04/12/2024 15:32,0,24.61
04/12/2024 15:32,0,24.62
04/12/2024 15:32,0,24.64
04/12/2024 15:32,0,24.62
04/12/2024 15:32,-0.01,24.61
04/12/2024 15:32,-0.01,24.62
04/12/2024 15:32,-0.01,24.61
04/12/2024 15:32,-0.01,24.59
04/12/2024 15:32,-0.02,24.58
04/12/2024 15:32,-0.02,24.62
04/12/2024 15:32,-0.02,24.59
04/12/2024 15:32,-0.02,24.59
04/12/2024 15:32,-0.02,24.61
04/12/2024 15:32,-0.02,24.59
04/12/2024 15:32,-0.02,24.59
04/12/2024 15:32,-0.02,24.58
04/12/2024 15:32,-0.02,24.59
04/12/2024 15:32,-0.02,24.58
04/12/2024 15:32,-0.02,24.61
04/12/2024 15:32,-0.02,24.58
04/12/2024 15:32,-0.02,24.58
04/12/2024 15:32,-0.02,24.58
04/12/2024 15:32,-0.02,24.58
04/12/2024 15:32,-0.02,24.58
04/12/2024 15:33,-0.02,24.59
04/12/2024 15:33,-0.01,24.58
04/12/2024 15:33,-0.01,24.58
04/12/2024 15:33,-0.01,24.58
04/12/2024 15:33,-0.01,24.58
04/12/2024 15:33,-0.01,24.56
04/12/2024 15:33,-0.01,24.58
04/12/2024 15:33,-0.01,24.58
04/12/2024 15:33,-0.01,24.58
04/12/2024 15:33,0,24.59
04/12/2024 15:33,0,24.61
04/12/2024 15:33,0,24.58
04/12/2024 15:33,0,24.58
04/12/2024 15:33,0,24.61
04/12/2024 15:33,0,24.59
04/12/2024 15:33,0,24.62
04/12/2024 15:33,0,24.58
04/12/2024 15:33,0.01,24.61
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.62
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.61
04/12/2024 15:33,0.01,24.61
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.61
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.61
04/12/2024 15:33,0.01,24.61
04/12/2024 15:33,0.01,24.61
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.61
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.59
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.58
04/12/2024 15:33,0.01,24.58
04/12/2024 15:34,0.01,24.58
04/12/2024 15:34,-0.01,24.59
04/12/2024 15:34,0,24.61
04/12/2024 15:34,0,24.59
04/12/2024 15:34,0,24.56
04/12/2024 15:34,0,24.58
04/12/2024 15:34,-0.01,24.61
04/12/2024 15:34,-0.01,24.58
04/12/2024 15:34,-0.01,24.58
04/12/2024 15:34,-0.01,24.59
04/12/2024 15:34,-0.01,24.58
04/12/2024 15:34,-0.02,24.58
04/12/2024 15:34,-0.02,24.56
04/12/2024 15:34,-0.02,24.58
04/12/2024 15:34,-0.02,24.58
04/12/2024 15:34,-0.01,24.61
04/12/2024 15:34,-0.01,24.58
04/12/2024 15:34,-0.01,24.56
04/12/2024 15:34,-0.01,24.58
04/12/2024 15:34,-0.01,24.61
04/12/2024 15:34,-0.01,24.58
04/12/2024 15:34,0.01,24.55
04/12/2024 15:34,-0.01,24.55
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.56
04/12/2024 15:34,0,24.56
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.55
04/12/2024 15:34,0,24.56
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.56
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.59
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.55
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.56
04/12/2024 15:34,0,24.59
04/12/2024 15:34,0,24.55
04/12/2024 15:34,0,24.55
04/12/2024 15:34,0,24.56
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.58
04/12/2024 15:34,0,24.55
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.56
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.56
04/12/2024 15:35,0,24.56
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.53
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.56
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.56
04/12/2024 15:35,0,24.53
04/12/2024 15:35,0,24.56
04/12/2024 15:35,0,24.56
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.59
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.53
04/12/2024 15:35,0,24.59
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.53
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.58
04/12/2024 15:35,0,24.55
04/12/2024 15:35,0,24.53
04/12/2024 15:35,0,24.58
04/12/2024 15:35,-0.01,24.55
04/12/2024 15:35,-0.01,24.55
04/12/2024 15:35,-0.01,24.55
04/12/2024 15:35,-0.01,24.55
04/12/2024 15:36,-0.01,24.55
04/12/2024 15:36,-0.01,24.53
04/12/2024 15:36,-0.01,24.55
04/12/2024 15:36,0.01,24.55
04/12/2024 15:36,-0.01,24.58
04/12/2024 15:36,0,24.53
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0.01,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,-0.01,24.56
04/12/2024 15:36,-0.01,24.56
04/12/2024 15:36,-0.01,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.56
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.53
04/12/2024 15:36,0,24.58
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.53
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.56
04/12/2024 15:36,0,24.58
04/12/2024 15:36,0,24.58
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.58
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.56
04/12/2024 15:36,0,24.58
04/12/2024 15:36,0,24.56
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.53
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.55
04/12/2024 15:36,0,24.58
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.53
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.53
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.58
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.55
04/12/2024 15:37,0,24.56
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.53
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,-0.01,24.56
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,0.01,24.53
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.55
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.58
04/12/2024 15:37,0.01,24.56
04/12/2024 15:37,-0.01,24.56
04/12/2024 15:37,0.01,24.55
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.53
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.56
04/12/2024 15:38,0.01,24.56
04/12/2024 15:38,0,24.58
04/12/2024 15:38,0,24.58
04/12/2024 15:38,0,24.55
04/12/2024 15:38,0,24.58
04/12/2024 15:38,0,24.56
04/12/2024 15:38,0,24.56
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.56
04/12/2024 15:38,0.01,24.58
04/12/2024 15:38,0.01,24.53
04/12/2024 15:38,-0.01,24.55
04/12/2024 15:38,0.01,24.58
04/12/2024 15:38,0.01,24.58
04/12/2024 15:38,0.01,24.56
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.56
04/12/2024 15:38,0.01,24.56
04/12/2024 15:38,0.01,24.58
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.58
04/12/2024 15:38,0.01,24.59
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.56
04/12/2024 15:38,0.01,24.53
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.58
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.58
04/12/2024 15:38,0.01,24.55
04/12/2024 15:38,0.01,24.58
04/12/2024 15:38,0,24.58
04/12/2024 15:38,0,24.56
04/12/2024 15:38,0,24.55
04/12/2024 15:38,0,24.58
04/12/2024 15:38,0,24.56
04/12/2024 15:38,0,24.55
04/12/2024 15:38,0,24.53
04/12/2024 15:39,0,24.55
04/12/2024 15:39,0,24.55
04/12/2024 15:39,0,24.58
04/12/2024 15:39,0,24.53
04/12/2024 15:39,0,24.58
04/12/2024 15:39,0,24.55
04/12/2024 15:39,0,24.55
04/12/2024 15:39,0,24.55
04/12/2024 15:39,0,24.53
04/12/2024 15:39,0,24.58
04/12/2024 15:39,0,24.55
04/12/2024 15:39,0,24.58
04/12/2024 15:39,0,24.53
04/12/2024 15:39,0,24.56
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.53
04/12/2024 15:39,0.01,24.58
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.58
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.58
04/12/2024 15:39,0.01,24.58
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.53
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.58
04/12/2024 15:39,0.01,24.59
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.58
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.58
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.56
04/12/2024 15:39,0.01,24.55
04/12/2024 15:39,0.01,24.55
04/12/2024 15:40,0.01,24.58
04/12/2024 15:40,0.01,24.58
04/12/2024 15:40,0.01,24.55
04/12/2024 15:40,0.01,24.56
04/12/2024 15:40,0.01,24.56
04/12/2024 15:40,0.01,24.58
04/12/2024 15:40,0.01,24.58
04/12/2024 15:40,0.01,24.58
04/12/2024 15:40,0.01,24.55
04/12/2024 15:40,0.01,24.58
04/12/2024 15:40,0.01,24.55
04/12/2024 15:40,0.01,24.56
04/12/2024 15:40,0.01,24.58
04/12/2024 15:40,0.01,24.55
04/12/2024 15:40,0.01,24.56
04/12/2024 15:40,0.01,24.56
04/12/2024 15:40,0.01,24.59
04/12/2024 15:40,0.01,24.56
